id;color;name;brand;description;image;Estilo;Graduación;Fermentación;IBU;Lúpulos;European Brewing Convention (EBC);Maltas;Temperatura de consumo;Grano;Población;Provincia;Comunidad Autónoma;País
341;negra;Althaia Mascarat;Althaia Artesana;"
Una Black Rye IPA oscura pero muy bebible.
Recuerdos cítricos, resionos y a pino en nariz sirven como presentación para una sensación en boca cremosa y muy refrescante.
Una combinación muy arriesgada con un final perfecto entre cebada, centeno y dry-hopping.
";https://static2.soloartesanas.es/3245-large_default/althaia-mascarat.jpg; Black Rye IPA;7.5;Ale;50.0;;;;;;Altea;Alicante;Valencia;España
342;negra;Arriaca Porter (lata);Cervezas Arriaca;"
Negra y oscura y ligeramente licorosa. Una porter de manual ;)
Aromas y sabores torrefactos a café, chocolate amargo y frutos secos.
";https://static3.soloartesanas.es/3450-large_default/arriaca-porter-lata.jpg; Porter;5.9;Ale;999.0;;;;;;Yunquera de Henares;Guadalajara;Castilla-La Mancha;España
343;negra;Althaia Sidama;Althaia Artesana;"
¿Has probado la Brown Coffee Porter de Althaia?
Fruto de la colaboración de los artesanos D'Origen Coffee Roasters y Althaia Artesana.
De color caoba y una espuma cremosa, consistente y de color vainilla.
Los aromas a café recién tostado no tardan en venir a la nariz, dejando paso a recuerdos a frutos rojos, moka y toffee.
En boca resulta una cerveza refrescante y un pelín ácida (gracias a la combinación de maltas y café) con notas a frutos rojos.
";https://static1.soloartesanas.es/3093-large_default/althaia-sidama.jpg; Porter;5.8;Ale;25.0;;;;;;Altea;Alicante;Valencia;España
344;negra;Birra & Blues Black Blues;Birra & Blues;"
Inspirada en las cervezas de estilo Abadía belgas.
Elaborada con cuatro tipos de malta de cebada, avena y dos variedades de lúpulo. Con dry wooding de roble francés.
Con aromas y sabores a vainilla.
";https://static3.soloartesanas.es/2940-large_default/birra-blues-black-blues.jpg; Wood Aged Beer;6.3;Ale;60.0;;134;;;;Massalfassar;Valencia;Valencia;España
345;negra;3Monos Black Soul;3Monos;"
De color azabache y con una cremosa espuma beige sobre un denso cuerpo.
Una Double Oatmeal Stout con recuerdos a café, chocolate amargo, trufa y vainilla.
Con un ligero amargor bien combinado con el dulzor y toques tostados de las maltas.
";https://static2.soloartesanas.es/2877-large_default/black-soul.jpg; Oatmeal Stout;7.2;Ale;60.0;;80;;;;Málaga;Málaga;Andalucía;España
346;negra;Sikaru Girsu;Fundación Badalona Capaç;"
Cerveza de tipo Porter con notas de whisky y regaliz entremezcladas con torrefactos provenientes de la malta.
Dulzona, agradable y con un sabor duradero en boca.
";https://static3.soloartesanas.es/2860-large_default/sikaru-girsu.jpg; Porter;5.6;Ale;60.0;Challenger y Centennial;;;;;Badalona;Barcelona;Cataluña;España
347;negra;Dawat Pure Café;Dawat;"
Sabores y aromes torrefactos propios del café.
De color negro profundo y espuma fina de color marrón.
";https://static3.soloartesanas.es/2749-large_default/pure-cafe.jpg; Imperial Stout;6.2;Ale;65.0;Simcoe, Chinook, Centenial;;Pale Ale, Cara 20, Münchener;;;Cuenca;Cuenca;Castilla-La Mancha;España
348;negra;Black Sea;Cervesa Marina;"
Una Session Black IPA monovarietal elaborada únicamente con lúpulo Mosaic.
";https://static3.soloartesanas.es/2662-large_default/black-sea.jpg; Session Black IPA;4.5;Ale;999.0;Mosaic;;;;;sin especificar;Girona;Cataluña;España
349;negra;Althaia Barlovento;Althaia Artesana;"
Imperial Stout intensa y robusta con notas ahumadas y exóticas.
Pensada para auténticos marineros, hecha para degustar en una copa y apreciar así su espesa espuma de color canela y disfrutar al máximo de su profundo sabor.
";https://static2.soloartesanas.es/2919-large_default/barlovento.jpg; Smoke Imperial Stout;10.4;Ale;999.0;;;;;;Altea;Alicante;Valencia;España
350;negra;ISR31 Stout;Quana;"
Una Stout amarga y lupulizada con aromas y sabores a malta tostada.
De cuerpo denso y cremoso, perfecta para cualquier momento especial que necesite de una cerveza.
";https://static2.soloartesanas.es/2646-large_default/isr31-stout.jpg; Stout;7.5;Ale;60.0;;;;Entre 2 y 18ºC;;L’Ametlla del Vallès;Barcelona;Cataluña;España
351;negra;Althaia Winter Ale;Althaia Artesana;"
Una cerveza estacional y limitada que te permitirá disfrutar cálidamente los días más fríos del año.
En nariz, percibirás aromas de dulces especiados y fruta escarchada. Combinados con sabores a café, moka y pralinés.
";https://static3.soloartesanas.es/2888-large_default/winter-ale.jpg; Winter Ale;8.0;Ale;20.0;Perle, Cascade y Fuggles;;Vienna, Crystal y chocolate;;;Altea;Alicante;Valencia;España
352;negra;First Aid Kit;La Calavera;"
La trilogía de elixires en forma de cerveza para la psicoterapia.
Disfruta de este pack que contiene 4 kits completos. Cada uno compuesto por:
Medical Stout
Medical Irish Republican Stout
Medical Svensk Vodka Stout
Embotelladas en botellines que simulan ser un medicamento.
";https://static3.soloartesanas.es/3331-large_default/first-aid-kit.jpg; Russian Imperial Stout & Imperial Stout;999.0;Ale;999.0;;;;;;Ripoll;Girona;Cataluña;España
353;negra;Medical Stout;La Calavera;"
Una cerveza perfecta para después de comer, con aromas tostados y toques a café, cacao o regaliz. Torrefactos intensos y con un cuerpo cremoso y denso.
Embotellada en un botellín que simula ser un medicamento y perteneciente a la trilogía First Aid Kit, 3 Elixirs for Psychotherapies.
Cuidado que, como advierte en la propia etiqueta, ""provoca adicción"".
";https://static3.soloartesanas.es/2602-large_default/medical-stout.jpg; Russian Imperial Stout;8.5;Ale;90.0;;;;;;Ripoll;Girona;Cataluña;España
354;negra;Arriaca Imperial Russian Stout;Cervezas Arriaca;"
Una cerveza negra de tipo Ale con una graduación nada despreciable digna de su estilo, una Russian Imperial Stout para todo tipo de zares y los no tan zares.
Perfecta para tomar sola o acompañada con un licor en el postre tras una copiosa comida.
";https://static3.soloartesanas.es/3446-large_default/arriaca-imperial-russian-stout.jpg; Russian Imperial Stout;999.0;Ale;999.0;;;;;;sin especificar;Guadalajara;Castilla-La Mancha;España
355;negra;Astarté;Cerveza Tartessos;"
Una porter con un marcado carácter maltoso con notas a café.
Su cuerpo de densidad media hace que sea fácil de beber.
";https://static1.soloartesanas.es/2268-large_default/astarte.jpg; Porter;4.0;Ale;24.0;;;;;;Huelva;Huelva;Andalucía;España
356;negra;Dougall's Session Stout;Dougall's;"
Dougalls Session Stout es una excelente cerveza negra, azabache, que ofrece una oscura espuma duradera.
Aromáticamente no es una cerveza intensa, pero si que aparecen notas de café y algo de torrecfacto. Cuando la disfrutes llegará a tu paladar de nuevo el café, además de leve presencia de galleta. Todo perfectamente combinado para disfrutar de una cerveza redonda.
";https://static3.soloartesanas.es/2095-large_default/dougall-s-session-stout.jpg; Stout;4.2;Ale;40.0;Cascade;110;Maris Otter Floor Malt, Chocolate, Roasted Barley, Crystal y Avena;;Avena;Liérganes;Cantabria;Cantabria;España
357;negra;Odiel Negra de trigo;Cerveza Odiel;"
Odiel Negra de trigo es una cerveza artesana Dunkelweizen, oscura y carbonatada con miel.
Es una cerveza que te sorprenderá por su suave aroma y complejidad en el paladar. Allí aparecen frutos secos y otras notas de tostados, donde el chocolate predomina.
";https://static1.soloartesanas.es/1999-large_default/odiel-negra-de-trigo.jpg; Dunkelweizen;5.5;Ale;15.2;;57;;;Trigo;Valverde del Camino;Huelva;Andalucía;España
358;negra;Nurse 1984;Nurse;"
Nurse 1984 es una Imperial Stout en la que los sabores a chocolate, regaliz y frutos secos predominan en una cerveza con ligero amargor y un cuerpo 10. 
Estamos hablando de una cerveza que es perfecta para disfrutar en los días del invierno frio, porque está basada en la bebida que siglos atrás disfrutaban los Zares Rusos. Al tener una alta graduación, ésta provocaba que la cerveza no se congelara y el lúpulo se conservara mejor.
";https://static1.soloartesanas.es/1993-large_default/nurse-1984.jpg; Imperial Stout;7.5;Ale;60.0;Americanos;80;Pale Ale, Special, Black ;12-14ºC;Cebada;Oviedo;Asturias;Asturias;España
359;negra;Nómada Mole Negro;Nómada Brewing;"
Nómada Mole Negro es la cerveza especiada. Una cerveza para los amantes de las especias, de un picor reconfortante. Para su elabroación, entre otros componentes, se hace uso de cacao, bergamota, azúcar de caña, chiles Chilguacle negro, mulato, pasilla, ancho guajillo y chipotle.
Cuando la disfrutes notarás que es una cerveza aromática, flora y herbal, influenciada también por todas las especias añadidas.
Es una cerveza artesana roja de Nómada Mole Negro, para los muy cerveceros.
";https://static3.soloartesanas.es/1767-large_default/nomada-mole-negro.jpg; Spice / Herb / Vegetable;8.5;Ale;999.0;;;;;Cebada;Sabadell;Barcelona;Cataluña;España
360;negra;Hendrix;Drunken Bros;"
La cerveza artesana Hendrix de Drunken Bros es una cerveza Oatmeal stout, es decir, una cerveza negra azabache muy intensa (100 EBC), coronada por una espuma de color marrón densa y cremosa.
Sírvela en tu copa, las primeras notas aparecerán en el ambiente, serán dulces y agradables con el chocolate y el café como protagonistas. Ahora pruébala, verás como en boca es densa y sedosa, reforzando los aromas con sabores de chocolate, café y caramelo. También frutos secos.
El retrogusto es largo, torrefacto y levemente amargo. Una cerveza artesana Stout que no te debes perder.
";https://static1.soloartesanas.es/1699-large_default/hendrix-drunken-bros.jpg; Oatmeal Stout;6.2;Ale;34.0;Chinook y Cascade;100;Pils, Chocolate, Crystal, avena y cebada tostada;;Avena;Getxo;Vizcaya;País Vasco;España
361;negra;Ballut Zaina;Cerveza Ballut;"
Cuando se habla de cervezas negras se tiende a generalizar sobre aromas de regaliz, café, torrefactos. Sin embargo existen cervezas, como Ballut Zaina que aunan todos estos elementos bajo un sutil toque de cacao y frutos secos.
Es una cerveza muy cremosa, de color zaino, de aquí su nombre, que llena el paladar de una agradable y amargo final con un toque dulce de higo, el cual se utiliza en el proceso de cocción. Es una cerveza sedosa y con bastante cuerpo.
Una Porter que no te puedes perder.
";https://static2.soloartesanas.es/1507-large_default/ballut-zaina.jpg; Porter;6.1;Ale;24.0;;59;;5-8ºC;Cebada;Badajoz;Badajoz;Extremadura;España
362;negra;Mesopotamia Imperial StoutZ;Abadía de Aribayos;"
La gente de Abadía de los Aribayos vuelven a la carga con una cerveza artesana negra, una deliciosa Stout elaborada 100% con malta de cebada, realmente 6 maltas y 3 lúpulos.
Cuando la sirvas verás como aparece una espuma potente y cremosa, acompañada por debajo de una burbuja fina. Llegamos al aroma, don destacan, como no podía ser de otra forma las notas de café, regaliz, vainilla y chocolate.
Cuando la pruebes verás porque es una cerveza muy recomendable. Un amargor integrado en una cerveza stout que merece especial reconocimiento.
";https://static3.soloartesanas.es/1499-large_default/mesopotamia-imperial-stoutz.jpg; Imperial Stout;8.0;Ale;999.0;;;;;Cebada;Moraleja del Vino;Zamora;Castilla y León;España
363;negra;Pedraforca Negra;La Cervesera del Pedraforca;"
La cerveza negra elaborada por La Cervesera del Pedraforca tiene el aroma y sabor de las maltas tostadas con solo un 5% de malta negra.
Color intenso, amargor moderado, intensidad aromática,... Una cerveza así hay que disfrutarla.
";https://static3.soloartesanas.es/1491-large_default/pedraforca-negra.jpg; Porter;4.6;Ale;25.0;;;;;Cebada;Saldes;Barcelona;Cataluña;España
364;negra;Art Fosca Stout;Art Cervesers;"
El mundo de las stout es amplio e intenso, y aquí se ha hecho un hueco relevante Fosca, la Stout de Art Cerveses. Es una cerveza artesana muy oscura, que tiene matices caoba, y sobre ella aparece una espuma densa y persistente. La fachada es de cerveza grande, sensación que se confirma cuando la pruebas.
Es una cerveza con mucho cuerpo, y en el que destaca el intenso sabor del cereal torrefacto en punto contrapuesto del dulzor que aporta la avena de la que se hace uso en la elaboración de esta cerveza artesana.
Un todoterreno del mundo de las cervezas negras stout.
";https://static1.soloartesanas.es/1208-large_default/art-fosca-stout.jpg; Stout;5.8;Ale;999.0;;;;8-12ºC;Cebada;Canovelles;Barcelona;Cataluña;España
365;negra;Fort Oatmeal Porter;Fort;"
Ante ti una cerveza artesana Robust Porter más floral y amarga que el patrón seguido en la elaboración de este tipo de cervezas.
Para hacer de ella una gran cerveza artesana, se hace uso de maltas torrefactas y las caramelizadas. A ello se se unen las nada despreciables cuatro variedades de lúpulos frescos y el toque mágico, la avena, la cual hace de moderador de carácter.
Cuando la sirvas verás que corona una túpida espuma marrón. Cuando la pruebes tu paladar se llenará de matices.
";https://static1.soloartesanas.es/1206-large_default/fort-oatmeal-porter.jpg; Oatmeal Porter;6.5;Ale;999.0;;;;;Cebada;L`Hospitalet de Llobregat;Barcelona;Cataluña;España
366;negra;Menduiña Demo Neghro;Menduiña;"
Ante ti una verdadera Stout con 75 Ibus de amargor; ninguna tontería.
Menduiña Demo Neghro es una cerveza artesana negra, y en la que bajo una espuma beige aparecen reflejos caoba, fruto del uso de miel gallega en su elaboración.Aromáticamente, y como buena Stout, destacan las notas de café y cacao, aunque en este caso también la miel y su dulzor hacen acto de presencia.
Al probarla la malta tostada es la que tiene mayor peso, dándole un matiz a ahumados. El final es seco y largo.
";https://static3.soloartesanas.es/3127-large_default/menduina-demo-neghro.jpg; Extra Stout;6.5;Ale;75.0;;;;;Cebada;Cangas do Morrazo;Pontevedra;Galicia;España
367;negra;Santa Pau & Vic Brewery A Black Adabra;Santa Pau;"
Disfrutar de la buena cerveza negra es fácil, de una buena IPA también, pero buenas buenas Black IPA como A Black Adabra... ¡Complicado!
Es el resultado de la colaboración de las cerveceras Santa Pau y Vic Brewery. Si hablamos de los aromas que desprende esta Black IPA artesana, cabe destacar las tostadas. Y si hablamos de sabor... café.
Una cerveza intensamente referescante y amargar para disfrutar de verdad. Es Santa Pau & Vic Brewery A Black Adabra.
";https://static1.soloartesanas.es/1195-large_default/santa-pau-vic-brewery-a-black-adabra.jpg; Black IPA;6.0;Ale;999.0;Summit, Cascade, Simcoe, dry hop de Citra;;;;Cebada;Santa pau;Girona;Cataluña;España
368;negra;Santa Pau Honey Porter;Santa Pau;"
Miel y Porter, Porter y miel. Esta es la carta de presentación de una artesana especial.
Honey Porter es una cerveza suave, en la que destacan los sabores torrefactos. El final es seco, intenso, excepcional.
Hay que destacar que la miel es elaborada en colmenas próximas a la fábrica de cerveza.
No tienes excusa para no probarla. Venga, hazlo, disfruta de cerveza artesana negra con un toque de miel.
";https://static1.soloartesanas.es/1194-large_default/santa-pau-honey-porter.jpg; Porter con miel;6.6;Ale;999.0;;;;;Cebada;Santa Pau;Girona;Cataluña;España
369;negra;Marina Mas Cremat;Cervesa Marina;"
La cerveza artesana Marina Mas Cremat es una cerveza que va desde los tonos marrones al negro ligero. Se clasifica como cerveza negra porque es una Dry Stout, pero no una Dry Stout cualquiera, es una señora Dry Stout. Pimienta, café molido y notas terrosas son solo algunas de las notas que se escaparán del botellín al abrirlo.
Llega el momento de probarla: En boca apreciarás una ligera acidez mezclada, perfecta junto con la carbonatación que le acompaña. Irá ganando intesidad por segundos hasta que aparecen las notas de cacao y grano de café tostado.
";https://static1.soloartesanas.es/1188-large_default/marina-mas-cremat.jpg; Dry Stout;4.0;Ale;999.0;;;;;;Blanes;Girona;Cataluña;España
370;negra;Mustache Negra Marinera;Mustache Cervezas;"
Si hace nada nos dicen que podíamos ver en nuestra nevera una cerveza negra elaborada con agua de mar, nos quedamos con cara de tontos. Nada más lejos de la realidad, ya la tienes. Ahora, que esté en la nevera de tu casa depende de tí. Mustache Negra Marinera es una cerveza artesana elaborada con agua de mar procedente de las Rías Baixas gallegas y a la que se le añade el especial toque de la pimienta roja procedente de la Guayana francesa.
Es una cerveza Brown Ale, con una sutileza digna de Mustache. Es una cerveza elegante, única, especial.
¡No te pierdas esta cerveza artesana!
";https://static3.soloartesanas.es/1178-large_default/mustache-negra-marinera.jpg; Brown Ale;5.3;Ale;25.0;;;;5º-8ºC;Cebada;Madrid;Madrid;Madrid;España
371;negra;Murex Pasas Triple Malta;Cervezas Murex;"
Es una cerveza artesana negra en la que se ha hecho uso de pasas para su elaboración. Es una cerveza contundente, pero delicada, como solo sabe hacer Murex. 
Se trata de una cerveza un alto contenido alcohólico, en la que las pasas moscatel le aportan un amargor suave, color oscuro y espuma blanca.
Si quieres disfrutar de una cerveza triple malta, gourmet, artesana y deliciosa, esta se tu cerveza.
";https://static3.soloartesanas.es/1074-large_default/murex-pasas-triple-malta.jpg; Triple Malta;10.5;Ale;35.0;;;;3-5ºC;Cebada;Torre del Mar;Málaga;Andalucía;España
372;negra;Kabuto;Hort del barret;"
Ofrece una espuma cremosa y persistente sobre un zumo de color marrón oscuro con tonos rojizos. Cuan la pruebas notas un agradable dulzor que encaja perfectamente con las maltas y la miel de la que se hace uso, de castaño. Es una cerveza para disfrutarla tranquilamente.
Fue galardonada con la Medalla de Plata en la categoría Honey Beer en la primera edición de los Global Craft Beer Awards entregados por la Global Association of Craft Beer Brewers en Berlin el 25 de julio en el Global Craft Beer Festival.
Hace referencia al casco tradicional de la armadura japonesa.
";https://static2.soloartesanas.es/1066-large_default/kabuto.jpg; Strong Ale;11.0;Ale;999.0;;;;;Cebada;Granollers;Barcelona;Cataluña;España
374;negra;Sevebrau Serona Strong Ale;Cervezas Sevebrau;"
Sevebrau Serona es la cerveza Strong Ale elaborada por esta microcervecería extremeña. Desde Villanueva de la Serena te ofrecen una auténtica delicia artesana. 
Es una cerveza de color marron oscuro, en la que aparecen tonos y brillos rojizos. Verás también como copa su densa espuma, y cuando la pruebas notarás su cremosidad. A su vez aromáticamente resulta compleja, no en vano es una Strong Ale. Destacan toques afrutados, acaramelados y torrefactos. A su vez es muy suave y fácil de beber, lo cual invita a repetir. ¡Y lo harás!
";https://static1.soloartesanas.es/1022-large_default/sevebrau-serona-strong-ale.jpg; Strong Ale;6.8;Ale;30.0;;;;;Cebada;Villanueva de la Serena;Badajoz;Extremadura;España
375;negra;Vier Negrón;Cervezas Vier;"
Ante tienes una cerveza artesana de estilo Imperial Stout, elaborada con café y chocolate.
Vier Negrón es una cerveza de muy oscura, que combiana con una espuma marrón, densa y abundante. Aromas a café, a torrefactos y ligeros toques de chocolate destacan en el ambiente cuando la ves reposar en la copa. En boca predominan sabores a café mezclados con el amargor procedente de la gran cantidad de lúpulos añadidos. Es una cerveza intensa, portente, inmensa. Para disfrutar por parte de los buenos cerveceros.
Premio a la mejor cerveza de 2014 en la feria de la cerveza artesana Artecaña.
";https://static2.soloartesanas.es/1009-large_default/vier-negron.jpg; Imperial Stout;8.0;Ale;120.0;;;;;Cebada;Valladolid;Valladolid;Castilla y León;España
376;negra;Moon Three Threads;Cervesa Artesana Moon;"
Ante ti tienes una cerveza de alta fermentación y de estilo Porter, elaborada con cinco maltas y lípulo europeo.
Moon Three Threads es una cerveza artesana de color negro opaco con una espuma de color tostado, y buena retención. Se percibe claramente el aroma a café fresco aunque también aparecen notas de bizcocho de chocolate, aromas de pan y de frutos secos.
Cuando la saboreas notas una entrada en boca muy agradable y sabores de café y regaliz. Es una cerveza larga y persistente que deja de recuerdo un sutil amargor al final de la boca acompañado de un toque de nuez.
";https://static2.soloartesanas.es/995-large_default/moon-three-threads.jpg; Porter;6.3;Ale;999.0;;;;;Cebada;Lliça d'Amunt;Barcelona;Cataluña;España
377;negra;Quer Pacific Gem;Quer Beer;"
Pacific Gem es la cerveza artesana negra de Quer Beer. Es una cerveza Stout, ideal especialmente cuando llegan los días fríos, para disfrutar tranquilamente. Tu y tu cerveza.
Cuando la pruebas el regaliz y el café hacen acto de presencia. También notarás un bajo amargor y verás un espuma densa y oscura. Sólo de pensar en ella dan ganas de abrir un botellín de esta cerveza.
Es una cerveza equilibrada y con potentes texturas. Es una de las mejores Stout del mercado.
";https://static1.soloartesanas.es/990-large_default/quer-pacific-gem.jpg; Stout;999.0;Ale;33.0;;40-45;Pale, Chocolate, Carafa, Roasted Barley, Caramunich, Trigo, Caraaoma;;Cebada;Berga;Barcelona;Cataluña;España
378;negra;Cibeles Stout;Cervezas La Cibeles;"
La cerveza artesana Cibeles Stout (La Morena) es una cerveza negra intensa.
Se elabora a base de una selección de maltas tostadas producidas con cebada de dos hileras y un lupulizado ligero. Es una cerveza de carbonatación natural con una corona de espuma consistente y duradera. Destaca su gusto dulce balanceado con un amargor controlado que se aprecia mejor bebiéndola en copa ancha.
La cerveza perfecta para aquellos que desean pasar un buen rato disfrutando de una cerveza artesana Stout.
";https://static3.soloartesanas.es/976-large_default/cibeles-stout.jpg; Stout;8.0;Ale;999.0;;;;;Cebada;Madrid;Madrid;Madrid;España
379;negra;Gothia Launia Porter;Gothia Launia;"
Cerveza limpia, negra casi opaca con reflejos rubí. La espuma es cremosa y blanca y la burbuja poco abundante y muy fina, bien integrada en la cerveza.
Es una cerveza con intenso aroma a cacao y café. Los frutos secos aparecen en segundo plano.
En boca empieza dulce y rápidamente deja paso al amargor propio del cacao y del café. La textura tiene algo de arenosa y los aromas retro nasales refuerzan las impresiones de la vía directa, más frutos secos, cacao y café.
Evoluciona durante mucho tiempo en la copa y el énfasis recae a veces en el café, a veces en el cacao.
Larga y de final amargo.
";https://static1.soloartesanas.es/961-large_default/gothia-launia-porter.jpg; Porter;4.3;Ale;38.0;Challenger y Cascade;40;Pale Ale, Crystal y Xocolate;;Cebada;Barcelona;Barcelona;Cataluña;España
380;negra;Milana Vudú;Cerveza Milana;"
Milana Vudú es una cerveza artesana negra, fuerte, intensa. Es una Imperial Stout, resultado de la colaboración entre Milana y Alfa-Dog Brewery.
Cuando la disfrutas te das cuenta de que es extraordinariamente cremosa y sedosa. Te ofrece la posibilidad de disfrutar de delicados aromas a cacao y café. Su espuma es densa, de burbuja fina y persistente pese a su gradución alcohólica. En su trago predominan más los sabores a cacao que los cafetosos o de regaliz.
¡No te la puedes perder!
";https://static2.soloartesanas.es/948-large_default/milana-vudu.jpg; Imperial Stout;9.0;Ale;70.0;;;;+12ºC;Cebada;Montemayor de Pililla;Valladolid;Castilla y León;España
381;negra;Milana Black feet;Cerveza Milana;"
Milana Black Feet es una cerveza artesana negra que se elabora desde Montemayor de Pililla. Es una Black IPA con mayúsculas. Su amargor, su color, su aroma, su sabor. ¿Qué más puedes pedir?
Es el resultado de la colaboración con Sr. Bu (Toro, Zamora). Crean una cerveza muy equilibrada, de cuerpo medio debido a su esencia Pale Ale y sutiles matices a café provenientes de la malta chocolate empleada de forma tardia para aprotarle color. Lupulada como corresponde a su estilo con Dry Hoping incluido de Centennial
Disfrútala solo o en compañía. Lo hagas como lo hagas, el placer está garantizado.
";https://static1.soloartesanas.es/946-large_default/milana-black-feet.jpg; Black IPA;6.4;Ale;60.0;;;;8-12ºC;Cebada;Montemayor de Pililla;Valladolid;Castilla y León;España
382;negra;La Pirata Black Block;Cerveses La Pirata;"
La cerveza artesana black block de Cerveses La Pirata es una cerveza de estilo Russian Imperial Stout. Es una cerveza potente, con mucha presencia y en la que destaca una espuma que corona de burbuja fina.
Destacan los aromas a café y chocolate y licor. Es una cerveza densa.
Una stout para los buenos amantes de la stout. Es la perla de La Pirata, una cerveza incendiaria que caliente el corazón y el alma del que la toma.
";https://static2.soloartesanas.es/922-large_default/la-pirata-black-block.jpg; Russian Imperial Stout;11.2;Ale;72.0;;120;;;Cebada;Suria;Barcelona;Cataluña;España
383;negra;La Pirata Black Storms;Cerveses La Pirata;"
La cerveza artesana black storms de Cerveses La Pirata es una cerveza de estilo Black IPA. Es una cerveza potente, oscura, amarga y también ligera.
El uso de lúpulos como Chinook y Citra, más ""Dry hopping de Mosaic"", aportan sabor cítrico sobre las maltas torrefactas y cereal. Ligera pero contundente.
Una black IPA para los buenos amantes de las IPAs. Es una cerveza con la que se despertarán todos tus sentidos.
";https://static2.soloartesanas.es/920-large_default/la-pirata-black-storms.jpg; Black IPA;8.0;Ale;75.0;;65;;;Cebada;Suria;Barcelona;Cataluña;España
384;negra;Quijota Negra;Cervezas Quijota;"
Es una cerveza artesana de estilo tradicional irlandés (Irish Dry Stout) pero elaborada en Albacete. Para ello se ha hecho uso de una combinación de maltas pálidas y torrefactas que le san auténtico sabor, siendo una cerveza muy recomendable para iniciarse en el mundo de las cervezas negras. Es fácilmente bebible, ofreciendo una rica gama de matices, desde el color marrón de su cremosa espuma, hasta el toque afrutado.
La cerveza negra y artesana elaborada en Albacete.
";https://static1.soloartesanas.es/2404-large_default/quijota-negra.jpg; Stout;5.0;Ale;40.0;;;;;Cebada;Albacete;Albacete;Castilla-La Mancha;España
385;negra;Mammooth Hecate;Cervezas Mammooth;"
Granada Imperial Stout. Así es la cerveza artesana negra de granada que elabora Cervezas Mammooth. Y además es una cerveza con historia, porque su nombre se dedicada a la diosa griega Hécate.
Cuando la pruebas descubres una sensación de sabores y aromas complejos y únicos.
Es una cerveza artesana negra elaborada con 6 clases de maltas especiales, lúpulo en flor y piel de naranja, y en la que destacan sabores a cereales torrefactos y caramelizados, notas a café y frutas del bosque, con un postgusto suave a lúpulo fresco chocolate y naranja
La espuma densa y cremosa.
";https://static1.soloartesanas.es/893-large_default/mammooth-hecate.jpg; Imperial Stout;9.0;Ale;999.0;;;;;Cebada;Padul;Granada;Andalucía;España
386;negra;Fray Tomás;Torquemada;"
Torquemada en la cerveza artesana de Palencia, y Fray Tomás es una de las variedades que elaboran. Es una cerveza artesana negra, aunque tecnicamente es una Brown Ale. El uso de malta torrefacta le dota de este color tan característico. Es la cerveza más fuerte de Torquemada.
Además es una cerveza con historia, vinculada al primer inquisidor del Reino de Castillo.
Una cerveza artesana para recrearse.
";https://static3.soloartesanas.es/889-large_default/fray-tomas.jpg; Stout;6.0;Ale;999.0;;;;2-6ºC;Cebada;Torquemada;Palencia;Castilla y León;España
387;negra;Arriaca Porter;Cervezas Arriaca;"
Arrica Porter es una de las cervezas artesanas que elabora cervezas arriaca desde Yunquera de Henares, Guadalajara. Es una cerveza artesana negra, Ale, oscura y licorosa, con matices torrefactos de café, chocolate y frutos secos.
Destacar su espuma, que en tonos canela, es cremosa y persistente. Y es intensamente aromática a torrefactos de café y chocolate amargo. En boca predominan los matices de café y regaliz que dan paso al final amargo del chocolate negro y los frutos secos.
Disfrútala sola o acompañando al postre, especialmente tartas, bizcochos y chocolates.
¡Salud!
";https://static1.soloartesanas.es/3442-large_default/arriaca-imperial-porter.jpg; Imperial Stout;999.0;Ale;999.0;;;;;Cebada;sin especificar;Guadalajara;Castilla-La Mancha;España
388;negra;Estafeta;Morlaco Beer;"
En Morlaco Beer aman la cerveza, por eso la miman, la cuidan, siendo el resultado el que ves: la cerveza artesana Estafeta.
Es la cerveza artesana negra de Morlaco Beer. Es una cerveza de estilo Stout, y por tanto es seca, en la que destacan los toques tostados y ahumados. Es una cerveza Ale de color oscuro balanceada y con un amargor perfectamente equilibrado.
¡Cerveza de Navarra!
";https://static2.soloartesanas.es/2388-large_default/estafeta.jpg; Imperial Stout;8.5;Ale;69.0;;;;;Cebada;Mutilva Baja;Navarra;Navarra;España
389;negra;As de Tréboles (Trèbols);As Cervesa Artesana;"
El As de tréboles (Trèbols) es la oscura de cervezas artesanas As.
Es una cerveza de alta fermentación, contundente, amarga; para buenos cerveceros. Es una deliciosa Russian Imperial Stout, con elevada graduación (9%) y un nivel de amargor impresionante, 90 IBUs.
Destaca el torrefacto sobre una cerveza aterciopelada, y en la que aromáticamente vas a poder disfrutar de higos, cacao, hierbas y recuerdos de café.
Es además medalla de plata en la Dublin Craft Beer Cup de 2014
¡Qué la disfrutes!
";https://static1.soloartesanas.es/2261-large_default/as-de-treboles-trebols.jpg; Russian Imperial Stout;9.0;Ale;50.0;Simcoe;;Pale ale, Roasted Barley, Black malt, Chocolat malt y Crystal;5-7ºC;Cebada;Montornès del Vallès;Barcelona;Cataluña;España
